idiom_word_count,literal_word_count,idiom_phrase,literal_phrase,figurative_meaning,literal_meaning
3,3,in the clink,in the kitchen,in jail,inside the kitchen
3,3,in the clouds,in the sky,daydreaming or unrealistic,within the sky
3,3,in the doghouse,in the kennel,in disfavor,inside the kennel
3,3,in the doldrums,in the basement,sad or stagnant,inside the basement
3,3,in the flesh,in the body,present in person,inside the body
3,3,in the know,in the class,well informed,inside the class
3,3,in the limelight,in the spotlight,receiving public attention,standing in a spotlight
3,3,in the loop,in the circle,kept informed,inside a circle
3,3,in the lurch,in the doorway,abandoned in difficulty,inside the doorway
3,3,in the making,in the oven,developing,inside the oven
3,3,in the pipeline,in the pipe,being developed,inside the pipe
3,3,in the red,in the tent,losing money,inside the tent
3,3,in the running,in the race,still a contender,participating in the race
3,3,in the saddle,in the seat,in control,sitting in the seat
3,3,in the soup,in the bowl,in trouble,inside the bowl
3,3,in the swim,in the pool,involved in events,inside the pool
3,3,in the wings,in the feathers,waiting nearby,inside the feathers
3,3,in the works,in the factory,being prepared,inside the factory
3,3,in two minds,in two rooms,undecided,inside two rooms
3,3,in your element,in your room,comfortable and competent,inside your room
3,3,jump through hoops,jump through rings,meet many difficult demands,leap through rings
3,3,keep at bay,keep at home,prevent from approaching,remain at home
3,3,keep it real,keep it clean,stay authentic,keep something clean
3,3,keep the faith,keep the receipt,remain confident,retain the receipt
3,3,keep the peace,keep the vase,prevent conflict,retain the vase
3,3,keep your distance,keep your jacket,avoid closeness,retain your jacket
3,3,knock it off,knock it down,stop doing that,strike it downward
3,3,knock on wood,knock on door,invoke good luck,tap on a door
3,3,knock spots off,knock spots away,be much better than,remove spots by striking
3,3,know the drill,know the song,understand the routine,know a song
3,3,know the score,know the answer,understand the situation,know the answer
3,3,know your onions,know your vegetables,be knowledgeable,recognize your vegetables
3,3,lay an egg,lay an object,fail badly,place an object down
3,3,lead someone astray,lead someone home,mislead someone,guide someone home
3,3,lead the charge,lead the parade,take initiative,guide the parade
3,3,leave someone cold,leave someone outside,fail to interest someone,leave someone outdoors
3,3,leave well alone,leave well water,avoid unnecessary interference,depart from well water
3,3,let it slide,let it fall,ignore a fault,allow it to fall
3,3,let off steam,let off smoke,release frustration,release smoke
3,3,lick your wounds,lick your fingers,recover from defeat,touch fingers with tongue
3,3,light the fuse,light the candle,start a volatile process,ignite the candle
3,3,live and learn,live and work,learn from experience,be alive and work
3,3,live the dream,live the routine,enjoy ideal success,experience a routine
3,3,look the part,look the same,appear suitable,look identical
3,3,lose the plot,lose the map,become confused or irrational,misplace the map
3,3,lose your shirt,lose your jacket,lose a lot financially,misplace your jacket
3,3,make a beeline,make a sandwich,go directly,prepare a sandwich
3,3,make a bundle,make a bracelet,earn a lot of money,create a bracelet
3,3,make a comeback,make a speech,recover success,deliver a speech
3,3,make a dent,make a mark,make limited progress,create a mark
3,3,make a fortune,make a sculpture,earn a lot of money,create a sculpture
3,3,make a hash,make a stew,make a mess,prepare a stew
3,3,make ends meet,make ends touch,manage financially,join two ends
3,3,make good time,make good soup,travel quickly,prepare tasty soup
3,3,make light of,make light shine,treat as unimportant,cause light to shine
3,3,make or break,make or repair,determine success or failure,create or repair
3,3,make the grade,make the road,reach the required standard,construct the road
3,3,make the running,make the path,set the pace,create the path
3,3,make your mark,make your bed,achieve recognition,arrange your bed
3,3,mark my words,mark my page,remember my warning,put a mark on my page
3,3,meet your maker,meet your neighbor,die,encounter your neighbor
3,3,melt your heart,melt your butter,make you feel tender,liquefy your butter
3,3,milk it dry,milk the cow,exploit fully,extract milk from a cow
3,3,miss the mark,miss the target,fail to achieve the aim,fail to hit the target
3,3,move the goalposts,move the furniture,change rules unfairly,relocate the furniture
3,3,muddy the waters,muddy the pond,make an issue confusing,make the pond muddy
3,3,off the boil,off the stove,past peak performance,removed from the stove
3,3,off the charts,off the table,extremely high or impressive,removed from the table
3,3,off the cuff,off the sleeve,without preparation,removed from the sleeve
3,3,off the grid,off the road,outside normal systems,away from the road
3,3,off the leash,off the collar,free from control,released from a collar
3,3,off the mark,off the target,incorrect or inaccurate,away from the target
3,3,off the pace,off the track,behind competitors or expectations,away from the track
3,3,off the rails,off the tracks,out of control,away from the tracks
3,3,off the record,off the paper,not for publication,removed from the paper
3,3,off the scale,off the ruler,beyond normal measurement,not on the ruler
3,3,off your head,off your hat,crazy or intoxicated,removed from your hat
3,3,off your rocker,off your chair,crazy,not on your chair
3,3,on a plate,on a dish,provided without effort,sitting on a dish
3,3,on a roll,on a wheel,experiencing success,placed on a wheel
3,3,on a shoestring,on a string,with very little money,resting on a string
3,3,on a tear,on a page,having a streak of success or activity,resting on a page
3,3,on bad terms,on bad roads,having a poor relationship,located on bad roads
3,3,on bended knee,on bended metal,humbly pleading,on bent metal
3,3,on borrowed time,on borrowed bike,surviving longer than expected,riding a borrowed bike
3,3,on easy street,on easy path,financially comfortable,walking on an easy path
3,3,on good form,on good paper,performing well,written on good paper
3,3,on good terms,on good roads,having a friendly relationship,located on good roads
3,3,on high alert,on high shelf,very watchful,on an elevated shelf
3,3,on its merits,on its base,judged fairly,resting on its base
3,3,on red alert,on red carpet,ready for danger,standing on red carpet
3,3,on speaking terms,on speaking platform,friendly enough to talk,standing on a speaking platform
3,3,on the blink,on the screen,malfunctioning,visible on the screen
3,3,on the bubble,on the surface,uncertain or marginal,resting on the surface
3,3,on the cards,on the table,likely to happen,lying on the table
3,3,on the cheap,on the shelf,inexpensively,resting on the shelf
3,3,on the cusp,on the edge,at a turning point,resting on the edge
3,3,on the defensive,on the balcony,defending against criticism,standing on the balcony
3,3,on the dot,on the mark,exactly on time,placed on the mark
3,3,on the double,on the floor,very quickly,standing on the floor
3,3,on the edge,on the rim,very tense or close to danger,positioned on the rim
3,3,on the fiddle,on the violin,engaged in petty fraud,touching the violin
3,3,on the fly,on the insect,while in progress,sitting on an insect
3,3,on the fritz,on the switch,malfunctioning,touching the switch
3,3,on the go,on the move,busy and active,moving around
3,3,on the hoof,on the horse,while moving or improvised,sitting on the horse
3,3,on the horizon,on the skyline,likely or approaching,visible on the skyline
3,3,on the house,on the roof,free of charge,located on the roof
3,3,on the lam,on the road,fleeing the law,traveling on the road
3,3,on the level,on the floor,honest,placed on a flat floor
3,3,on the line,on the rope,at risk,resting on a rope
3,3,on the make,on the rise,ambitiously seeking gain,positioned on the rise
3,3,on the mend,on the couch,recovering,resting on the couch
3,3,on the money,on the coin,exactly right,placed on a coin
3,3,on the nose,on the face,exactly right,located on the face
3,3,on the outs,on the outside,not friendly,located outside
3,3,on the prowl,on the walk,searching for opportunities,walking around
3,3,on the rebound,on the trampoline,recovering from rejection,bouncing on a trampoline
3,3,on the rocks,on the stones,in difficulty or with ice,resting on stones
3,3,on the ropes,on the cords,near defeat,standing on ropes
3,3,on the run,on the path,fleeing or very busy,moving along a path
3,3,on the skids,on the sled,declining,riding on a sled
3,3,on the sly,on the quiet,secretly,in a quiet manner
3,3,on the spot,on the dot,immediately or under pressure,placed on a dot
3,3,on the tiles,on the floor,out partying,standing on floor tiles
3,3,on the turn,on the hinge,beginning to change,resting on a hinge
3,3,on the wagon,on the cart,abstaining from alcohol,riding on a cart
3,3,on your bike,on your scooter,go away,riding your scooter
3,3,on your guard,on your porch,watchful,standing on your porch
3,3,on your mettle,on your honor,ready to prove yourself,standing on honor
3,3,out for blood,out for lunch,seeking revenge,outside for lunch
3,3,out of bounds,out of range,not allowed,outside the range
3,3,out of character,out of costume,untypical,not wearing costume
3,3,out of hand,out of pocket,uncontrolled or immediate,outside a pocket
3,3,out of line,out of queue,inappropriate,not in the queue
3,3,out of luck,out of tickets,unlucky or without options,having no tickets
3,3,out of pocket,out of purse,unavailable or personally paid,outside a purse
3,3,out of sorts,out of order,slightly unwell or irritable,not in order
3,3,out of steam,out of fuel,lacking energy,having no fuel
3,3,out of touch,out of reach,not informed or connected,beyond reach
3,3,out to lunch,out to dinner,not paying attention,gone to dinner
3,3,over a barrel,over a fence,in a helpless position,above a fence
3,3,over the hill,over the bridge,past one's prime,across the bridge
3,3,over the moon,over the roof,extremely happy,above the roof
3,3,over the top,over the wall,excessive,across the wall
3,3,over your head,over your hat,too difficult to understand,above your hat
3,3,pack a punch,pack a suitcase,have strong impact,fill a suitcase
3,3,pale into insignificance,pale into whiteness,seem much less important,become pale and white
3,3,pass the hat,pass the bowl,collect money,hand over the bowl
3,3,pay lip service,pay cash upfront,pretend support without action,pay money before receiving
3,3,pay your dues,pay your taxes,earn status through effort,settle your taxes
3,3,pick a fight,pick a flower,provoke conflict,pluck a flower
3,3,pick your battles,pick your berries,choose conflicts carefully,select your berries
3,3,pick your brains,pick your grapes,ask for ideas,pluck your grapes
3,3,play it safe,play it loud,avoid risk,play music loudly
3,3,play second fiddle,play second violin,take a subordinate role,play another violin
3,3,play the field,play the piano,date multiple people,perform on piano
3,3,play the fool,play the king,act foolishly,act as a king
3,3,play the game,play the flute,cooperate with conventions,perform on flute
3,3,play the market,play the guitar,speculate in stocks,perform on guitar
3,3,play the victim,play the queen,portray oneself as wronged,act as a queen
3,3,poke fun at,poke holes through,mock or tease,push holes through
3,3,poke the bear,poke the pillow,provoke danger,prod the pillow
3,3,pound the pavement,pound the dough,search actively especially for work,knead the dough
3,3,press the flesh,press the fabric,greet people by handshaking,push the fabric
3,3,prime the pump,prime the engine,stimulate activity,prepare the engine
3,3,pull a blinder,pull a curtain,perform brilliantly,draw a curtain
3,3,pull no punches,pull no ropes,speak bluntly,tug no ropes
3,3,pull the plug,pull the cord,stop support or activity,remove the cord
3,3,pull the trigger,pull the lever,make a decisive move,draw the lever
3,3,pull your punches,pull your blanket,hold back criticism or force,tug your blanket
3,3,put down roots,put down bags,settle in a place,set bags on ground
3,3,put on airs,put on shoes,act superior,wear shoes
3,3,put on hold,put on music,postpone,start playing music
3,3,put on ice,put on coat,postpone,wear a coat
3,3,put out feelers,put out plates,make cautious inquiries,place plates outside
3,3,put paid to,put paid stamps,end or ruin,place paid stamps
3,3,quick and dirty,quick and messy,fast but imperfect,rapid and messy
3,3,rags to riches,rags to cloth,rise from poverty to wealth,turn rags into cloth
3,3,rattle someone's cage,rattle someone's keys,annoy or provoke someone,shake someone's keys
3,3,read my lips,read my notes,pay close attention,read the notes I wrote
3,3,right on cue,right on schedule,at the perfect moment,exactly on schedule
3,3,ring the changes,ring the bell,vary a routine,sound the bell
3,3,rise and shine,rise and stretch,wake up cheerfully,stand up and stretch
3,3,road to nowhere,road to town,a futile course,road leading to town
3,3,rub shoulders with,rub shoulders gently,associate socially with,massage shoulders gently
3,3,ruffle some feathers,ruffle some papers,annoy or upset people,disorder some papers
3,3,rule the roost,rule the kingdom,be in charge,govern the kingdom
3,3,run a temperature,run a marathon,have a fever,compete in a marathon
3,3,run for cover,run for shelter,seek protection,run toward shelter
3,3,run on fumes,run on batteries,continue with little energy,operate using batteries
3,3,run rings around,run rings daily,outperform easily,jog around rings
3,3,run someone ragged,run someone home,exhaust someone,drive someone home
3,3,run the gauntlet,run the track,endure criticism or ordeal,sprint around track
3,3,run the gamut,run the circuit,cover the whole range,complete the circuit
3,3,save someone's bacon,save someone's sandwich,rescue someone from trouble,preserve someone's sandwich
3,3,save the day,save the file,prevent failure,store the file
3,3,save your breath,save your ticket,stop arguing needlessly,keep your ticket
3,3,scratch the surface,scratch the paint,deal only superficially,scrape the paint
3,3,scratch your head,scratch your arm,be puzzled,rub your arm
3,3,scrape the barrel,scrape the pot,use the worst remaining options,clean the pot by scraping
3,3,seal the deal,seal the jar,finalize an agreement,close the jar
3,3,see the light,see the lamp,understand or reform,look at the lamp
3,3,seize the day,seize the package,make the most of now,grab the package
3,3,sell like hotcakes,sell like books,sell very quickly,sell books quickly
3,3,sell someone short,sell someone tickets,undervalue someone,sell tickets to someone
3,3,set in stone,set in clay,fixed and unchangeable,placed in clay
3,3,set the bar,set the table,establish a standard,arrange the table
3,3,set the stage,set the clock,prepare conditions,adjust the clock
3,3,shake a leg,shake a bottle,hurry up,agitate a bottle
3,3,shake things up,shake things loose,make major changes,shake objects loose
3,3,shift the goalposts,shift the chairs,change rules unfairly,move the chairs
3,3,show the ropes,show the map,teach procedures,display the map
3,3,show true colors,show true documents,reveal real character,display authentic documents
3,3,show your cards,show your badge,reveal intentions,display your badge
3,3,sing another tune,sing another song,change your attitude,perform another song
3,3,sink or swim,sink or float,succeed or fail unaided,go under or float
3,3,skirt the issue,skirt the puddle,avoid the topic,walk around puddle
3,3,slip your mind,slip your shoe,be forgotten,slide your shoe off
3,3,sow your oats,sow your seeds,enjoy youthful freedom,plant your seeds
3,3,speak your mind,speak your name,state your opinion honestly,say your name
3,3,spin a yarn,spin a wheel,tell a story,rotate a wheel
3,3,split the difference,split the bill,compromise midway,divide the bill
3,3,spring to mind,spring to life,occur suddenly as a thought,jump into life
3,3,square the circle,square the cloth,attempt the impossible,cut cloth into a square
3,3,stand on ceremony,stand on carpet,insist on formalities,stand on a carpet
3,3,stand your ground,stand your ladder,refuse to yield,hold your ladder upright
3,3,start from scratch,start from home,begin with nothing,begin at home
3,3,stay the course,stay the night,persist to the end,remain overnight
3,3,steal a march,steal a cookie,gain an advantage secretly,take a cookie
3,3,steal someone's thunder,steal someone's umbrella,take credit or attention,take someone's umbrella
3,3,stem the tide,stem the rose,stop a trend,cut the rose stem
3,3,stir the pot,stir the soup,provoke trouble,mix the soup
3,3,strike a balance,strike a match,find a fair compromise,light a match
3,3,strike a chord,strike a string,resonate emotionally,hit a string
3,3,strike a nerve,strike a drum,touch a sensitive issue,hit a drum
3,3,strike it rich,strike it gently,become suddenly wealthy,hit it gently
3,3,stroke of luck,stroke of brush,a fortunate event,a brush movement
3,3,swallow your pride,swallow your pill,accept humiliation,ingest your pill
3,3,sweep the board,sweep the floor,win everything,clean the floor
3,3,take a bath,take a shower,lose money badly,wash in a shower
3,3,take a bow,take a seat,accept applause,sit down
3,3,take a breather,take a blanket,rest briefly,grab a blanket
3,3,take a hike,take a bus,go away,ride a bus
3,3,take a powder,take a tablet,leave abruptly,swallow a tablet
3,3,take by storm,take by hand,win sudden popularity,hold by the hand
3,3,take center stage,take center seat,become the focus,occupy the center seat
3,3,take for granted,take for lunch,undervalue or assume,bring for lunch
3,3,take it easy,take it home,relax,bring it home
3,3,take no prisoners,take no photos,act ruthlessly,capture no photos
3,3,take pot luck,take pot lid,accept whatever is available,take a pot lid
3,3,take someone's word,take someone's coat,trust someone's statement,take another person's coat
3,3,take the bait,take the worm,respond to temptation,grab the worm
3,3,take the biscuit,take the cookie,be especially surprising or annoying,grab the cookie
3,3,take the fall,take the stairs,accept blame,use the stairs
3,3,take the flak,take the coat,endure criticism,take the coat
3,3,take the floor,take the rug,begin speaking or dancing,remove the rug
3,3,take the heat,take the pan,endure pressure or blame,grab the pan
3,3,take the helm,take the wheel,assume control,grasp the wheel
3,3,take the lead,take the leash,become first or dominant,grab the leash
3,3,take the mickey,take the cup,tease or mock,grab the cup
3,3,take the reins,take the straps,assume control,grip the straps
3,3,take the wheel,take the handle,take control,grab the handle
3,3,take to heart,take to bed,be deeply affected,carry something to bed
3,3,take your lumps,take your parcels,accept punishment or setbacks,collect your parcels
3,3,tell it straight,tell it loudly,speak honestly,say it loudly
3,3,that's the ticket,that's the receipt,that is exactly right,that is the receipt
3,3,thank your stars,thank your teacher,feel grateful for luck,express thanks to your teacher
3,3,throw a curveball,throw a baseball,introduce an unexpected problem,toss a baseball
3,3,throw a fit,throw a stone,lose temper dramatically,toss a stone
3,3,throw a wobbly,throw a ball,have an angry outburst,toss a ball
3,3,throw cold water,throw cold snow,discourage enthusiasm,toss cold snow
3,3,throw the book,throw the ball,punish severely,toss the ball
3,3,tie the knot,tie the ribbon,get married,fasten the ribbon
3,3,tighten the screws,tighten the bolts,increase pressure,turn bolts tighter
3,3,tilt at windmills,tilt at targets,fight imaginary enemies,lean toward targets
3,3,to a T,to a table,exactly,toward a table
3,3,toe to toe,toe to heel,in direct confrontation,one toe near a heel
3,3,turn a profit,turn a knob,become profitable,rotate a knob
3,3,turn the screw,turn the key,increase pressure,rotate the key
3,3,turn the tide,turn the ship,reverse a trend,change the ship's direction
3,3,twist someone's arm,twist someone's sleeve,pressure someone to agree,wring someone's sleeve
3,3,under the gun,under the shelf,under pressure,beneath the shelf
3,3,under the microscope,under the lens,under close scrutiny,beneath the lens
3,3,under the radar,under the bridge,unnoticed,beneath the bridge
3,3,under the table,under the chair,secret or illicit,beneath the chair
3,3,under the wire,under the fence,just in time,beneath the fence
3,3,up the ante,up the price,increase the stakes,raise the price
3,3,up the creek,up the river,in serious trouble,upriver
3,3,up the wall,up the ladder,crazy or extremely annoyed,ascending the ladder
3,3,up to par,up to standard,acceptable,meeting a standard
3,3,up to scratch,up to mark,acceptable,reaching a mark
3,3,up to speed,up to pace,fully informed or competent,matching the pace
3,3,use your head,use your hands,think sensibly,employ your hands
3,3,wag the dog,wag the tail,divert attention from the real issue,move the tail
3,3,watch this space,watch this screen,expect further developments,look at this screen
3,3,watch your back,watch your step,stay alert for danger,look at your step
3,3,weather the storm,weather the winter,survive difficulties,endure the winter weather
3,3,weigh your words,weigh your luggage,speak carefully,measure your luggage weight
3,3,wet your whistle,wet your brush,have a drink,moisten your brush
3,3,wheels come off,wheels come loose,a plan collapses,wheels detach
3,3,whet your appetite,whet your knife,make you want more,sharpen your knife
3,3,whistle for it,whistle for dog,have little chance of getting it,call a dog by whistling
3,3,win hands down,win hands raised,win easily,win with hands lifted
3,3,work your magic,work your machine,use your special skill,operate your machine
3,3,worth your salt,worth your money,competent or deserving,having value for your money
3,3,wring your hands,wring your towel,show anxious distress,twist water from towel
3,3,crack the code,crack the egg,solve a difficult problem,break the eggshell
3,3,get the gist,get the gift,grasp the main idea,receive the gift
3,3,grab a bite,grab a book,eat something quickly,take a book
3,3,hedge your bets,hedge your garden,reduce your risk,trim the hedge
3,3,know the ropes,know the route,understand how things work,be familiar with the route
3,3,lend a hand,lend a pen,offer some help,loan a pen
3,3,meet your match,meet your friend,encounter an equal rival,greet your friend
3,3,miss the point,miss the bus,fail to understand,fail to board
3,3,pick your brain,pick your nose,seek your knowledge,clean your nostril
3,3,raise the roof,raise the flag,celebrate very loudly,hoist the flag
3,3,shed some light,shed some leaves,help clarify something,drop some leaves
3,3,shift the blame,shift the box,redirect responsibility elsewhere,move the box
3,3,sleep on it,sleep on mats,delay a decision,rest on mats
3,3,sound the alarm,sound the horn,warn of danger,blow the horn
3,3,spread your wings,spread your arms,become more independent,extend your arms
3,3,zip your lip,zip your bag,stay completely silent,close your bag
3,3,beat the clock,beat the egg,finish before the deadline,whisk the egg
3,3,button your lip,button your coat,keep quiet,fasten your coat
3,3,clear your name,clear your plate,prove your innocence,empty your plate
3,3,drop the act,drop the box,stop pretending,release the box
3,3,fill your boots,fill your cup,take as much as wanted,fill the cup completely
3,3,flip your lid,flip your pancake,lose your temper,turn the pancake
3,3,follow your heart,follow your map,act on your feelings,navigate by map
3,3,grease the wheels,grease the pan,make things go smoothly,oil the pan
3,3,kill some time,kill some flies,occupy idle time,swat some flies
3,3,mind your manners,mind your step,behave politely,watch your footing
3,3,miss a beat,miss a step,hesitate or falter,skip a stair
3,3,pack your bags,pack your lunch,get ready to leave,prepare your lunch
3,3,play it cool,play it loud,act calm and detached,play music loudly
3,3,rub it in,rub it out,keep mentioning a failure,erase the mark
3,3,settle the score,settle the bill,get even with someone,pay the bill
3,3,show your hand,show your ticket,reveal your intentions,display your ticket
3,3,spread the word,spread the jam,tell everyone the news,smear the jam
3,3,take a stand,take a seat,assert your position,sit down somewhere
3,3,test the waters,test the brakes,gauge people's reactions,check the brakes
3,3,wake the dead,wake the baby,be extremely loud,rouse the baby
3,3,wear many hats,wear warm hats,juggle multiple roles,put on hats
3,3,win the day,win the race,achieve final victory,finish first overall
3,3,answer the call,answer the door,respond to a duty,open the door
3,3,bend an ear,bend a wire,talk to someone lengthily,curve the wire
3,3,blow the budget,blow the balloon,spend far too much,inflate the balloon
3,3,bury your head,rest your head,refuse to face reality,lay down your head
3,3,change of heart,change of clothes,a reversal of feeling,a fresh outfit
3,3,close the gap,close the door,narrow the difference,shut the door
3,3,earn your stripes,earn your wage,prove yourself through effort,be paid wages
3,3,follow the herd,follow the path,conform to the crowd,walk the path
3,3,hit the brakes,hit the keys,stop or slow abruptly,strike the keys
3,3,in the bag,in the box,virtually guaranteed,inside the box
3,3,in the dark,in the cellar,kept uninformed,inside the cellar
3,3,kick the tires,kick the wall,inspect before committing,strike the wall
3,3,lay your cards,lay your bricks,reveal your true intentions,place the bricks
3,3,learn your lesson,learn your lines,gain wisdom from a mistake,memorize the lines
3,3,mend your ways,mend your socks,reform your behavior,repair your socks
3,3,mind your business,mind your luggage,stay out of others' affairs,watch your luggage
3,3,name your price,name your child,state your terms,choose a name
3,3,raise the alarm,raise the blind,warn of approaching danger,lift the blind
3,3,walk the plank,walk the dog,be forced out,exercise the dog
3,3,across the board,across the river,applying to everyone,to the far side
3,3,by the book,by the river,strictly following rules,beside the river
3,3,catch the drift,catch the breeze,grasp the meaning,feel the breeze
3,3,clip your wings,clip your nails,restrict your freedom,trim your nails
3,3,train of thought,train of cars,a line of reasoning,a row of railcars
3,3,throw a wrench,throw a rock,disrupt the plans,hurl a rock
